"","dateCrawled","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","model","kilometer","monthOfRegistration","fuelType","brand","notRepairedDamage","dateCreated","postalCode","lastSeen"
"931","3/21/2016 19:48",0,0,NA,2016,NA,0,"1",150000,10,"1",27,NA,"3/21/2016 0:00",28832,"3/30/2016 8:17"
"938","3/15/2016 15:58",1600,1,7,2001,0,51,"2_reihe",150000,0,"1",33,NA,"3/15/2016 0:00",24837,"3/16/2016 13:45"
"941","3/5/2016 18:58",7100,0,3,2008,0,177,"1er",150000,5,"1",30,0,"3/5/2016 0:00",56070,"3/17/2016 16:18"
"943","3/12/2016 15:37",4500,1,8,2007,0,163,"3er",150000,7,"1",30,NA,"3/12/2016 0:00",26135,"3/12/2016 15:37"
"960","3/17/2016 19:40",190,1,7,1999,0,0,"punto",150000,4,"0",32,1,"3/17/2016 0:00",63911,"3/17/2016 19:40"
"969","3/17/2016 14:48",1300,1,6,1996,0,75,"golf",150000,12,"",40,0,"3/17/2016 0:00",1809,"3/19/2016 14:20"
"970","3/20/2016 16:41",1000,0,5,2000,0,107,"scenic",125000,6,"0",34,0,"3/20/2016 0:00",79739,"3/30/2016 7:46"
"975","4/4/2016 13:49",1599,1,NA,2017,0,0,"",150000,0,"0",17,0,"4/4/2016 0:00",97714,"4/6/2016 15:16"
"978","3/27/2016 20:55",1100,1,5,1999,0,107,"scenic",150000,5,"0",34,0,"3/27/2016 0:00",66740,"3/29/2016 11:18"
"983","3/31/2016 16:54",2000,1,7,1999,0,90,"civic",150000,0,"",19,0,"3/31/2016 0:00",34621,"4/6/2016 9:44"
"988","3/30/2016 16:38",3800,0,6,2003,0,129,"avensis",150000,6,"0",25,0,"3/30/2016 0:00",26169,"4/7/2016 7:15"
"998","4/4/2016 19:36",3999,0,4,2007,1,84,"fortwo",150000,9,"0",29,0,"4/4/2016 0:00",50767,"4/4/2016 19:36"
"1001","3/25/2016 16:50",5600,1,6,2007,0,143,"a3",150000,10,"1",36,1,"3/25/2016 0:00",51688,"3/25/2016 16:50"
"1002","4/2/2016 0:58",6500,0,5,1995,0,68,"transporter",150000,3,"",40,0,"4/1/2016 0:00",84072,"4/7/2016 8:44"
"1005","3/29/2016 10:38",26500,1,3,2010,1,306,"1er",40000,1,"0",30,0,"3/29/2016 0:00",50933,"4/5/2016 18:47"
"1008","3/16/2016 18:48",250,1,NA,2000,NA,60,"fiesta",60000,0,"",35,NA,"3/16/2016 0:00",47475,"3/17/2016 17:16"
"1012","3/23/2016 8:21",1,0,6,1998,0,136,"omega",150000,0,"0",38,0,"3/22/2016 0:00",57614,"3/27/2016 8:45"
"1014","3/25/2016 9:57",0,0,NA,1990,NA,0,"3er",150000,0,"",30,NA,"3/25/2016 0:00",66822,"3/29/2016 22:46"
"1019","3/13/2016 23:38",2990,0,8,2001,0,101,"passat",150000,11,"1",40,0,"3/13/2016 0:00",45881,"4/1/2016 0:47"
"1020","3/9/2016 16:47",4500,0,8,2001,1,170,"c_klasse",125000,7,"0",37,0,"3/9/2016 0:00",67433,"4/7/2016 5:46"
"1028","4/4/2016 22:53",1250,0,6,2001,0,129,"avensis",150000,9,"0",25,NA,"4/4/2016 0:00",15566,"4/4/2016 23:39"
"1036","3/17/2016 0:36",14000,0,8,2010,0,131,"3er",150000,1,"1",30,0,"3/16/2016 0:00",93077,"4/6/2016 1:48"
"1040","3/29/2016 15:56",650,1,7,1996,0,60,"polo",150000,5,"0",40,NA,"3/29/2016 0:00",47918,"4/6/2016 1:44"
"1045","4/2/2016 23:39",3900,0,6,1990,0,0,"",30000,5,"0",24,NA,"4/2/2016 0:00",15345,"4/7/2016 1:46"
"1046","3/13/2016 20:25",3200,0,2,1995,1,211,"grand",150000,4,"0",11,0,"3/13/2016 0:00",64546,"3/14/2016 6:49"
"1052","3/15/2016 20:47",4590,0,8,2002,0,150,"golf",150000,12,"0",40,0,"3/15/2016 0:00",73660,"4/7/2016 3:16"
"1054","4/3/2016 18:36",4000,1,8,2007,1,116,"a_klasse",150000,3,"0",37,0,"4/3/2016 0:00",93309,"4/5/2016 18:46"
"1055","3/20/2016 23:06",10900,0,7,2010,1,179,"ibiza",80000,11,"0",31,0,"3/20/2016 0:00",60322,"4/6/2016 6:17"
"1062","3/28/2016 10:57",6000,1,3,2002,0,170,"clk",150000,4,"0",37,0,"3/28/2016 0:00",45326,"4/6/2016 12:45"
"1064","3/11/2016 0:51",5990,0,7,2009,0,69,"fabia",20000,3,"0",30,0,"3/10/2016 0:00",84335,"3/29/2016 15:46"
"1069","3/12/2016 9:49",6500,1,1,1973,NA,54,"1",50000,0,"",40,0,"3/12/2016 0:00",36433,"3/17/2016 6:44"
"1071","3/15/2016 18:57",3,1,4,1998,0,110,"mx_reihe",150000,11,"",28,1,"3/15/2016 0:00",89312,"4/6/2016 21:16"
"1078","3/20/2016 1:57",1600,0,8,2001,0,0,"corsa",150000,7,"0",38,0,"3/20/2016 0:00",32257,"4/6/2016 3:16"
"1082","3/26/2016 15:37",3300,0,5,2004,0,0,"transit",150000,11,"1",35,0,"3/26/2016 0:00",28197,"4/6/2016 3:17"
"1083","4/2/2016 15:37",4250,1,7,2006,0,80,"polo",125000,11,"0",40,0,"4/2/2016 0:00",91187,"4/2/2016 15:37"
"1084","3/21/2016 13:58",4000,0,4,2003,1,82,"roadster",125000,8,"0",29,0,"3/21/2016 0:00",32425,"3/21/2016 14:40"
"1085","3/16/2016 14:55",4200,0,3,2006,0,166,"1",150000,5,"",15,NA,"3/16/2016 0:00",44532,"3/28/2016 12:18"
"1089","3/31/2016 23:37",300,1,7,2000,0,85,"ypsilon",150000,12,"0",2,0,"3/31/2016 0:00",88682,"4/7/2016 1:44"
"1090","3/17/2016 11:36",3280,1,8,2004,1,95,"a_klasse",150000,2,"1",37,0,"3/17/2016 0:00",90552,"3/29/2016 5:45"
"1091","4/7/2016 13:25",12950,1,6,2011,1,160,"golf",125000,4,"0",40,0,"4/7/2016 0:00",61250,"4/7/2016 13:25"
"1094","3/11/2016 6:37",500,0,8,1999,0,0,"omega",150000,0,"0",38,NA,"3/11/2016 0:00",79219,"4/6/2016 9:16"
"1096","4/4/2016 21:47",1200,0,5,2000,0,107,"scenic",150000,8,"0",34,0,"4/4/2016 0:00",89081,"4/7/2016 0:18"
"1099","3/14/2016 20:26",2800,0,8,2002,0,122,"vectra",150000,2,"0",38,NA,"3/14/2016 0:00",65929,"4/4/2016 18:17"
"1103","4/3/2016 23:54",750,1,1,1998,0,0,"1",150000,12,"1",26,1,"4/3/2016 0:00",29633,"4/6/2016 8:16"
"1105","3/15/2016 15:54",11000,1,4,2002,0,231,"3er",150000,4,"0",30,0,"3/15/2016 0:00",10243,"3/15/2016 15:54"
"1119","4/4/2016 11:43",4499,1,8,2009,0,109,"i_reihe",125000,4,"0",23,0,"4/4/2016 0:00",45139,"4/6/2016 12:17"
"1120","3/8/2016 12:47",17000,0,4,2008,1,344,"1",125000,4,"0",36,0,"3/8/2016 0:00",22880,"3/8/2016 19:21"
"1126","3/16/2016 15:58",777,0,7,1999,0,0,"micra",150000,1,"0",26,NA,"3/16/2016 0:00",98630,"3/16/2016 15:58"
"1128","3/6/2016 14:49",9300,1,5,2011,0,120,"c4",80000,7,"0",27,0,"3/6/2016 0:00",64646,"4/6/2016 11:45"
"1133","4/3/2016 9:53",2200,1,8,1999,0,0,"c_klasse",90000,0,"",37,NA,"4/3/2016 0:00",84048,"4/7/2016 11:17"
"1135","3/20/2016 21:50",3200,0,7,2005,0,75,"polo",150000,10,"0",40,0,"3/20/2016 0:00",12623,"3/26/2016 0:47"
"1143","3/20/2016 19:58",400,0,8,2000,0,102,"sirion",150000,8,"0",9,1,"3/20/2016 0:00",16348,"3/20/2016 19:58"
"1152","4/4/2016 10:49",2000,1,8,1994,0,218,"7er",150000,1,"0",30,0,"4/4/2016 0:00",50667,"4/6/2016 11:46"
"1154","3/5/2016 22:51",5900,1,6,2006,1,150,"signum",125000,7,"1",38,0,"3/5/2016 0:00",7318,"4/5/2016 11:49"
"1157","3/22/2016 11:38",9200,1,8,2005,1,249,"",150000,10,"0",24,0,"3/22/2016 0:00",95447,"4/5/2016 23:16"
"1158","3/30/2016 11:37",1700,0,7,2000,0,75,"golf",150000,9,"",40,NA,"3/30/2016 0:00",54427,"4/1/2016 6:16"
"1176","3/14/2016 22:59",1799,1,8,1998,0,101,"vectra",150000,12,"0",38,0,"3/14/2016 0:00",55286,"4/5/2016 11:49"
"1178","3/14/2016 15:45",1399,1,6,1999,1,90,"passat",150000,9,"1",40,0,"3/14/2016 0:00",27356,"4/5/2016 18:45"
"1181","4/3/2016 8:59",5500,0,4,2009,1,71,"fortwo",80000,5,"0",29,0,"4/3/2016 0:00",51063,"4/5/2016 7:46"
"1185","3/13/2016 9:45",15990,1,8,1988,1,224,"s_klasse",100000,3,"0",37,NA,"3/13/2016 0:00",96515,"3/22/2016 20:51"
"1194","3/22/2016 20:58",2590,1,8,2004,0,116,"a_klasse",150000,11,"0",37,0,"3/22/2016 0:00",60326,"4/7/2016 14:58"
"1195","3/15/2016 0:58",0,0,5,1996,0,113,"sharan",150000,12,"1",40,0,"3/14/2016 0:00",49661,"3/18/2016 0:17"
"1199","4/2/2016 17:39",1000,1,7,2003,0,58,"agila",150000,9,"0",38,0,"4/2/2016 0:00",64807,"4/2/2016 17:39"
"1201","3/16/2016 13:56",2400,1,7,1999,1,101,"golf",150000,6,"0",40,0,"3/16/2016 0:00",49324,"3/28/2016 10:15"
"1202","3/15/2016 14:53",9999,1,2,2014,0,105,"duster",30000,7,"0",13,0,"3/15/2016 0:00",72622,"3/19/2016 9:16"
"1210","3/12/2016 19:49",750,0,8,1997,0,136,"vectra",150000,4,"0",38,0,"3/12/2016 0:00",32130,"3/17/2016 23:18"
"1218","4/1/2016 12:45",2400,0,8,2001,1,129,"c_klasse",150000,1,"0",37,0,"4/1/2016 0:00",92289,"4/1/2016 12:45"
"1219","4/5/2016 9:58",490,1,6,2000,0,116,"mondeo",150000,5,"0",35,1,"4/5/2016 0:00",27753,"4/7/2016 12:45"
"1221","4/4/2016 16:52",999,0,NA,2016,0,0,"transit",150000,9,"1",35,1,"4/4/2016 0:00",91301,"4/4/2016 16:52"
"1227","3/16/2016 21:46",1890,1,8,1997,0,150,"5er",150000,0,"0",30,0,"3/16/2016 0:00",10365,"3/19/2016 21:15"
"1229","3/14/2016 10:51",0,1,8,1998,0,110,"4_reihe",150000,4,"",33,0,"3/14/2016 0:00",99510,"4/7/2016 12:45"
"1239","3/17/2016 12:52",5300,0,2,2004,1,194,"sorento",150000,4,"0",18,0,"3/17/2016 0:00",29308,"3/19/2016 12:16"
"1240","3/11/2016 0:59",7500,0,8,2010,0,111,"c4",80000,11,"1",27,0,"3/10/2016 0:00",71364,"3/15/2016 14:46"
"1242","3/20/2016 19:43",2100,0,7,2000,0,105,"golf",150000,10,"0",40,0,"3/20/2016 0:00",94160,"4/7/2016 3:44"
"1243","3/8/2016 20:45",400,1,8,1998,0,101,"",150000,3,"0",38,NA,"3/8/2016 0:00",17291,"3/9/2016 4:17"
"1246","3/15/2016 8:54",600,0,NA,2017,0,0,"transporter",150000,0,"",40,1,"3/15/2016 0:00",97944,"3/17/2016 2:44"
"1249","3/14/2016 18:43",3400,0,2,2004,0,0,"touran",150000,1,"1",40,NA,"3/14/2016 0:00",36119,"3/14/2016 18:43"
"1250","3/26/2016 19:37",5800,1,8,2000,1,326,"7er",150000,3,"0",30,1,"3/26/2016 0:00",45549,"4/2/2016 11:18"
"1251","3/27/2016 21:40",5500,0,6,2002,0,150,"3er",150000,5,"1",30,0,"3/27/2016 0:00",59494,"4/5/2016 20:17"
"1262","3/29/2016 11:51",1650,0,8,1998,0,125,"",150000,11,"",37,0,"3/29/2016 0:00",44147,"3/31/2016 4:16"
"1268","4/3/2016 22:42",3300,1,6,2003,0,170,"c_klasse",150000,4,"2",37,0,"4/3/2016 0:00",53809,"4/3/2016 22:42"
"1281","4/2/2016 14:51",1900,0,8,2003,0,145,"mondeo",150000,8,"0",35,0,"4/2/2016 0:00",30453,"4/6/2016 13:17"
"1284","3/19/2016 23:54",1350,1,7,1999,0,50,"polo",150000,1,"0",40,0,"3/19/2016 0:00",45309,"4/6/2016 3:15"
"1285","3/11/2016 10:37",51000,0,6,2015,1,258,"5er",5000,3,"1",30,0,"3/11/2016 0:00",55595,"4/7/2016 1:45"
"1299","4/4/2016 0:37",1999,0,6,1991,1,179,"e_klasse",150000,6,"0",37,1,"4/4/2016 0:00",70619,"4/6/2016 9:16"
"1310","3/14/2016 12:39",800,0,7,2003,0,0,"twingo",150000,10,"0",34,0,"3/14/2016 0:00",24598,"3/21/2016 2:16"
"1311","4/4/2016 3:03",1199,1,8,1995,1,326,"7er",150000,1,"0",30,0,"4/4/2016 0:00",67657,"4/6/2016 8:16"
"1312","3/23/2016 17:52",6199,1,8,2008,0,122,"golf",150000,4,"0",40,0,"3/23/2016 0:00",26409,"4/6/2016 7:16"
"1314","4/1/2016 14:56",4000,0,7,2008,0,73,"c3",90000,10,"0",27,0,"4/1/2016 0:00",6567,"4/7/2016 12:46"
"1315","4/3/2016 13:47",3050,1,5,2006,0,114,"1",150000,12,"1",34,0,"4/3/2016 0:00",90489,"4/3/2016 13:47"
"1316","3/28/2016 11:37",8350,1,8,2010,0,110,"astra",100000,5,"1",38,NA,"3/28/2016 0:00",66909,"4/6/2016 13:17"
"1317","3/5/2016 14:20",450,0,8,1997,0,103,"1",150000,11,"0",32,1,"3/4/2016 0:00",56370,"3/17/2016 6:46"
"1319","3/24/2016 15:50",12400,0,4,2008,0,136,"c_reihe",150000,5,"1",21,0,"3/24/2016 0:00",41748,"4/7/2016 7:46"
"1321","3/11/2016 20:59",12900,1,6,2006,0,231,"3er",150000,7,"",30,NA,"3/11/2016 0:00",88263,"3/19/2016 8:47"
"1323","3/30/2016 13:52",20990,0,3,2009,0,211,"a5",125000,11,"0",36,0,"3/30/2016 0:00",73734,"4/7/2016 4:44"
"1330","3/21/2016 0:59",9999,0,2,2005,1,250,"m_klasse",150000,11,"1",37,0,"3/20/2016 0:00",13089,"4/5/2016 22:45"
"1333","3/24/2016 15:38",16990,0,7,2015,0,135,"",20000,5,"0",24,0,"3/24/2016 0:00",74199,"4/7/2016 7:16"
"1337","3/26/2016 17:45",1400,1,8,1998,0,99,"primera",125000,3,"0",26,0,"3/26/2016 0:00",32676,"4/6/2016 6:17"
"1339","3/7/2016 19:38",5250,1,6,2006,0,140,"passat",150000,5,"1",40,0,"3/7/2016 0:00",13187,"3/15/2016 4:15"
"1354","3/10/2016 19:59",1790,1,7,2001,1,82,"a_klasse",150000,6,"0",37,NA,"3/10/2016 0:00",13437,"3/11/2016 8:46"
"1364","4/4/2016 14:00",1900,1,7,2005,0,68,"micra",150000,12,"1",26,0,"4/4/2016 0:00",30890,"4/6/2016 15:46"
"1370","3/25/2016 19:37",2000,0,8,2000,0,82,"a_klasse",150000,9,"0",37,0,"3/25/2016 0:00",13585,"4/7/2016 2:46"
"1373","3/12/2016 20:49",1200,0,8,1997,0,75,"almera",90000,3,"0",26,0,"3/12/2016 0:00",67112,"4/5/2016 14:18"
"1376","3/27/2016 10:56",1800,1,NA,2017,0,131,"passat",150000,9,"",40,1,"3/27/2016 0:00",74597,"4/7/2016 6:45"
"1380","3/9/2016 9:57",15000,0,7,2014,0,86,"a1",30000,4,"0",36,0,"3/9/2016 0:00",73732,"3/11/2016 3:17"
"1382","3/28/2016 11:57",10550,1,4,2008,0,126,"mx_reihe",100000,10,"0",28,0,"3/28/2016 0:00",45475,"4/6/2016 14:17"
"1385","3/17/2016 20:44",7900,1,7,2011,0,75,"polo",125000,3,"1",40,0,"3/17/2016 0:00",86450,"3/17/2016 20:44"
"1389","4/4/2016 16:54",21900,0,8,2009,1,235,"x_reihe",125000,10,"1",30,0,"4/4/2016 0:00",94379,"4/4/2016 16:54"
"1392","3/27/2016 19:56",3000,1,NA,2005,NA,0,"3er",150000,0,"",30,NA,"3/27/2016 0:00",57462,"4/5/2016 18:45"
"1394","3/12/2016 11:54",16990,0,6,2012,0,140,"astra",40000,7,"0",38,0,"3/12/2016 0:00",1217,"4/6/2016 5:45"
"1397","3/7/2016 17:49",1499,0,7,2003,0,0,"a_klasse",150000,5,"1",37,0,"3/7/2016 0:00",27753,"3/16/2016 14:18"
"1400","3/16/2016 21:47",1,1,NA,2016,0,0,"golf",150000,0,"1",40,1,"3/16/2016 0:00",49401,"4/7/2016 9:45"
"1406","3/10/2016 22:51",3500,1,4,2003,0,192,"astra",150000,1,"0",38,0,"3/10/2016 0:00",29562,"4/7/2016 10:45"
"1410","3/24/2016 14:54",2000,0,3,1990,0,113,"1",150000,9,"0",36,1,"3/24/2016 0:00",85077,"4/7/2016 7:17"
"1420","3/7/2016 9:53",19850,1,8,2013,1,150,"golf",60000,6,"1",40,0,"3/7/2016 0:00",57078,"3/20/2016 16:48"
"1423","3/26/2016 10:50",1350,0,8,1984,0,75,"1",100000,3,"0",26,0,"3/26/2016 0:00",26826,"4/6/2016 11:15"
"1431","3/20/2016 13:50",6350,0,6,2006,0,140,"a6",150000,2,"1",36,0,"3/20/2016 0:00",78713,"4/6/2016 15:45"
"1432","4/3/2016 16:54",3600,1,8,2004,0,131,"mondeo",150000,3,"1",35,0,"4/3/2016 0:00",48231,"4/5/2016 16:46"
"1433","3/16/2016 18:56",8000,1,8,2008,0,122,"1er",80000,12,"0",30,0,"3/16/2016 0:00",34329,"4/7/2016 3:17"
"1442","4/5/2016 0:40",14200,1,3,2009,0,179,"a5",80000,6,"0",36,0,"4/4/2016 0:00",36137,"4/7/2016 3:17"
"1447","4/2/2016 16:37",10990,1,4,2007,NA,150,"eos",100000,0,"0",40,NA,"4/2/2016 0:00",71554,"4/6/2016 15:17"
"1449","3/24/2016 11:36",1300,0,NA,2016,0,58,"",150000,9,"0",38,NA,"3/24/2016 0:00",27749,"4/7/2016 3:16"
"1451","3/9/2016 21:50",10800,0,6,2010,0,166,"5er",150000,5,"1",30,0,"3/9/2016 0:00",56332,"3/27/2016 21:15"
"1457","3/14/2016 17:52",4199,0,6,2001,0,131,"passat",150000,12,"1",40,0,"3/14/2016 0:00",96450,"3/22/2016 12:45"
"1459","3/26/2016 19:36",6800,1,5,2007,0,109,"sprinter",150000,9,"1",37,0,"3/26/2016 0:00",45525,"4/6/2016 10:45"
"1461","4/5/2016 18:25",1550,1,6,1998,0,150,"a4",150000,0,"",36,0,"4/5/2016 0:00",35799,"4/5/2016 18:25"
"1468","3/31/2016 22:38",600,0,7,2000,0,60,"punto",150000,8,"0",32,1,"3/31/2016 0:00",25335,"4/6/2016 18:17"
"1487","3/7/2016 22:57",4950,0,8,2001,1,131,"a4",80000,12,"0",36,0,"3/7/2016 0:00",72406,"4/5/2016 19:16"
"1497","3/20/2016 16:48",450,0,NA,2016,0,75,"fiesta",125000,0,"",35,0,"3/20/2016 0:00",63110,"4/2/2016 21:47"
"1501","3/24/2016 13:57",5200,1,8,2009,0,80,"polo",150000,3,"1",40,0,"3/24/2016 0:00",71665,"4/1/2016 10:18"
"1511","3/31/2016 11:49",12500,1,8,2010,0,143,"x_reihe",150000,9,"1",30,0,"3/31/2016 0:00",80933,"4/2/2016 6:46"
"1520","4/3/2016 12:40",1550,1,8,1998,0,116,"astra",150000,9,"0",38,0,"4/3/2016 0:00",90556,"4/7/2016 14:57"
"1523","3/22/2016 17:58",2950,1,3,2000,0,170,"3er",150000,2,"0",30,0,"3/22/2016 0:00",66482,"3/26/2016 19:45"
"1524","3/21/2016 15:56",30,1,NA,2015,NA,0,"",5000,0,"",31,NA,"3/21/2016 0:00",8485,"4/4/2016 13:18"
"1527","3/22/2016 7:53",2500,1,6,2001,0,136,"3er",150000,7,"1",30,0,"3/22/2016 0:00",80937,"4/5/2016 20:16"
"1528","3/22/2016 23:58",4990,0,8,2002,1,155,"a6",150000,3,"1",36,0,"3/22/2016 0:00",13086,"4/7/2016 5:45"
"1529","3/6/2016 11:25",550,0,4,1996,0,0,"escort",150000,5,"0",35,NA,"3/6/2016 0:00",65594,"3/12/2016 4:17"
"1536","3/7/2016 18:48",3550,1,7,2009,0,0,"",125000,3,"0",32,0,"3/7/2016 0:00",33378,"3/12/2016 1:17"
"1537","4/1/2016 9:25",7100,1,8,2006,0,163,"1er",125000,8,"1",30,0,"4/1/2016 0:00",61250,"4/6/2016 19:18"
"1540","3/29/2016 4:03",3999,0,3,2004,0,0,"a_klasse",125000,12,"0",37,0,"3/29/2016 0:00",13629,"4/3/2016 17:46"
"1544","3/30/2016 22:44",5999,1,5,2005,0,131,"transporter",150000,12,"1",40,0,"3/30/2016 0:00",99625,"4/5/2016 13:16"
"1546","3/21/2016 12:37",25000,1,3,2011,1,204,"e_klasse",100000,7,"1",37,0,"3/21/2016 0:00",76189,"4/6/2016 6:45"
"1547","3/26/2016 10:51",850,0,7,2000,0,0,"twingo",150000,7,"0",34,NA,"3/26/2016 0:00",26939,"4/6/2016 16:16"
"1549","3/25/2016 14:37",3450,1,NA,2005,0,102,"a3",150000,2,"0",36,0,"3/25/2016 0:00",26160,"3/27/2016 0:44"
"1565","3/5/2016 18:45",3500,0,5,2001,0,68,"transporter",100000,8,"1",40,0,"3/5/2016 0:00",4177,"3/7/2016 15:17"
"1587","3/5/2016 19:53",1600,0,8,1999,0,110,"golf",150000,9,"1",40,1,"3/5/2016 0:00",82194,"3/8/2016 19:15"
"1591","3/12/2016 12:42",199,0,8,1996,0,101,"vectra",150000,12,"0",38,1,"3/12/2016 0:00",9487,"3/17/2016 10:18"
"1595","3/25/2016 1:57",3299,0,8,2001,0,150,"a3",150000,9,"0",36,0,"3/25/2016 0:00",90429,"3/31/2016 13:16"
"1596","3/27/2016 13:49",1200,0,7,2003,0,82,"getz",150000,11,"0",23,0,"3/27/2016 0:00",22767,"3/27/2016 13:49"
"1600","3/12/2016 17:58",3500,0,7,2005,0,75,"clio",125000,12,"0",34,NA,"3/12/2016 0:00",41747,"4/7/2016 10:16"
"1602","3/20/2016 11:39",1300,0,7,2004,0,60,"fiesta",125000,10,"0",35,0,"3/20/2016 0:00",44339,"4/6/2016 8:46"
"1608","4/2/2016 12:51",3500,0,NA,2017,0,120,"scenic",150000,11,"",34,0,"4/2/2016 0:00",13409,"4/6/2016 10:47"
"1612","3/25/2016 14:39",1,1,NA,2000,NA,0,"astra",150000,0,"",38,NA,"3/25/2016 0:00",24601,"3/27/2016 0:44"
"1613","3/12/2016 17:42",4200,0,7,2006,0,80,"corsa",125000,10,"0",38,0,"3/12/2016 0:00",45770,"3/14/2016 9:46"
"1614","3/8/2016 13:55",500,1,8,1996,0,90,"megane",125000,6,"0",34,0,"3/8/2016 0:00",15741,"4/5/2016 19:18"
"1618","3/28/2016 14:46",135,0,NA,2009,NA,0,"mondeo",150000,6,"",35,NA,"3/28/2016 0:00",48268,"3/30/2016 5:44"
"1623","3/27/2016 21:58",400,0,7,1997,0,0,"1",150000,7,"0",33,1,"3/27/2016 0:00",48734,"4/5/2016 22:46"
"1626","4/6/2016 15:06",1740,0,8,2000,0,101,"vectra",125000,6,"0",38,0,"4/6/2016 0:00",56191,"4/6/2016 15:25"
"1630","3/24/2016 13:46",3800,1,6,2000,1,179,"a6",30000,11,"1",36,0,"3/24/2016 0:00",21255,"4/7/2016 5:15"
"1632","3/28/2016 15:54",1700,1,7,2002,0,75,"corsa",150000,5,"0",38,0,"3/28/2016 0:00",45701,"4/6/2016 20:46"
"1633","3/10/2016 10:53",10999,0,5,2011,0,105,"touran",150000,4,"1",40,0,"3/10/2016 0:00",19059,"3/30/2016 10:48"
"1635","3/22/2016 13:51",850,1,1,2001,NA,0,"1",150000,0,"1",27,NA,"3/22/2016 0:00",23829,"3/28/2016 3:47"
"1636","3/17/2016 14:50",8900,1,7,2013,0,69,"500",40000,8,"0",32,0,"3/17/2016 0:00",4849,"4/6/2016 21:17"
"1641","3/23/2016 10:41",2000,1,4,1989,0,100,"golf",150000,7,"0",40,0,"3/23/2016 0:00",89077,"3/23/2016 10:41"
"1648","4/4/2016 17:54",2300,0,6,1999,0,125,"passat",150000,2,"",40,0,"4/4/2016 0:00",49497,"4/6/2016 19:48"
"1650","3/25/2016 16:38",7980,1,8,2008,0,177,"1er",150000,3,"1",30,0,"3/25/2016 0:00",91413,"4/4/2016 18:47"
"1654","3/31/2016 17:42",2300,1,6,2002,0,116,"ptcruiser",125000,9,"0",12,0,"3/31/2016 0:00",49377,"4/6/2016 10:46"
"1655","3/21/2016 17:57",6400,1,7,2011,0,69,"ibiza",70000,2,"0",31,0,"3/21/2016 0:00",67361,"3/30/2016 6:17"
"1661","3/8/2016 3:58",15900,1,6,2008,1,0,"5er",100000,4,"0",30,0,"3/8/2016 0:00",4451,"3/8/2016 14:47"
"1676","3/28/2016 13:25",1350,1,8,1998,1,150,"e_klasse",150000,3,"0",37,0,"3/28/2016 0:00",60439,"4/6/2016 7:46"
"1679","3/31/2016 16:47",1000,1,NA,2000,0,101,"vectra",150000,7,"0",38,NA,"3/31/2016 0:00",26188,"4/6/2016 10:15"
"1680","3/26/2016 17:50",3500,1,7,2000,0,115,"golf",125000,4,"0",40,NA,"3/26/2016 0:00",1796,"4/6/2016 6:46"
"1690","4/4/2016 19:53",2500,0,5,2007,0,106,"scenic",150000,4,"1",34,0,"4/4/2016 0:00",63785,"4/6/2016 22:16"
"1691","3/5/2016 14:53",23300,1,2,2015,1,136,"1",30000,7,"1",38,0,"3/5/2016 0:00",56335,"4/6/2016 22:17"
"1692","3/16/2016 17:41",950,1,8,2001,0,81,"megane",150000,2,"0",34,NA,"3/16/2016 0:00",51143,"3/19/2016 15:18"
"1694","3/22/2016 18:42",4100,1,3,2002,0,170,"3er",150000,9,"0",30,0,"3/22/2016 0:00",94072,"4/6/2016 10:16"
"1701","4/5/2016 10:57",11500,1,8,2009,0,179,"a4",150000,9,"0",36,0,"4/5/2016 0:00",12353,"4/7/2016 14:56"
"1706","3/25/2016 9:54",6800,0,8,2008,0,120,"147",70000,3,"0",15,0,"3/25/2016 0:00",92431,"4/6/2016 9:46"
"1711","3/19/2016 20:31",10999,0,8,2011,0,122,"1er",60000,6,"0",30,0,"3/19/2016 0:00",35516,"3/29/2016 1:45"
"1714","3/15/2016 23:52",600,1,7,1996,0,75,"",150000,0,"0",40,NA,"3/15/2016 0:00",26169,"4/5/2016 23:16"
"1715","3/21/2016 13:36",2600,0,4,1996,0,116,"3er",150000,4,"0",30,0,"3/21/2016 0:00",27356,"3/21/2016 13:36"
"1719","3/27/2016 11:54",3200,0,4,1997,0,150,"3er",150000,7,"0",30,0,"3/27/2016 0:00",47802,"4/7/2016 7:45"
"1721","3/30/2016 15:54",1390,0,6,2002,0,101,"astra",150000,4,"0",38,0,"3/30/2016 0:00",45888,"3/30/2016 16:41"
"1723","3/19/2016 13:57",39900,0,6,2014,1,300,"1",30000,5,"0",36,0,"3/19/2016 0:00",42855,"4/6/2016 20:18"
"1727","4/3/2016 15:59",6575,0,8,2009,0,80,"golf",150000,11,"0",40,0,"4/3/2016 0:00",44287,"4/5/2016 15:16"
"1751","3/30/2016 23:57",0,1,NA,2000,NA,0,"fiesta",5000,0,"",35,NA,"3/30/2016 0:00",88682,"3/31/2016 7:45"
"1754","4/2/2016 11:48",10900,0,NA,2008,0,174,"transporter",150000,6,"",40,0,"4/2/2016 0:00",15936,"4/6/2016 9:45"
"1756","4/5/2016 0:56",0,1,7,1998,0,60,"polo",5000,2,"0",40,NA,"4/5/2016 0:00",69469,"4/7/2016 10:16"
"1765","3/5/2016 20:57",3500,1,8,2007,0,88,"c4",125000,4,"0",27,NA,"3/5/2016 0:00",85757,"4/1/2016 16:46"
